,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
10255,12969787,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.24,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,2021-08-06,0xbd9e322303fa0ee764d8efb497ca4b81589a281a,5935,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5935,0x5125b3b1875773c7a3c024f92ac01ccd1e30d3b4779e71886481b58a61df404b,3.0,3.0,PENGUIN30,penguin
12023,12989719,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,1.44,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-09,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,6335,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/6335,0x5e9d6c79f806c7857c18d78f8fa219e406699cf24ceaa8f7b51dacaffd700fdf,2.0,2.0,PENGUIN31,penguin
8339,12983754,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.5,0x326156177e69d3fe93fcc1eb4a0b2886fe34dc3f,2021-08-08,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2211,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/2211,0x41e9cdf9dee5e2eba5cd8cb9e7fe573b9203909986953d624df048a759d84d5e,2.0,2.0,PENGUIN31,penguin
13703,13007338,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,1.65,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-12,0xf7a74371aa6544eff247a80402a61ec649218d5a,7997,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/7997,0x6b3e13df06c102c58973fee7b00c0aba7cc61984da261b47c5d51909357bf950,2.0,2.0,PENGUIN34,penguin
1093,12988506,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.5499,0xf7a74371aa6544eff247a80402a61ec649218d5a,2021-08-09,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,5230,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5230,0x0898ed77923861e082c585540d355a35eb91e63412a022e7899c0109fe3feaca,2.0,2.0,PENGUIN34,penguin
32075,12986112,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.4,0xabe0ada471bba4ce486e4cdbd860b199f50c7024,2021-08-08,0xefdee53249ef08013d31aeac2a738912197b7b5e,6851,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/6851,0xfa71612c9a0ef5ebad0c23b3ca993526bb0e2a749e04c2463930d5e7bb1fe8c7,4.0,4.0,PENGUIN38,penguin
6145,12981083,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.28,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-08,0xabe0ada471bba4ce486e4cdbd860b199f50c7024,6851,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/6851,0x304445cec015f5309f2f757cf6cdc61c0e0f2c7f7ab159080709374eaf71681a,2.0,2.0,PENGUIN38,penguin
8463,12969324,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.2,0xefdee53249ef08013d31aeac2a738912197b7b5e,2021-08-06,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,3271,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/3271,0x4306f19efc3d7f16c72965d1bfc816982988c77634892b18709ef0f54724f693,2.0,2.0,PENGUIN38,penguin
17699,13114741,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,3.3,0x23600cc7fa9b4e389555366176ddeff6918e9122,2021-08-28,0xa5c8156188d1edf09c7df15f23513d3c6964e849,5551,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5551,0x89f552ee4116f206e2c1c304aaafde5f35117f09394f7d7420fc03d5b7069355,5.0,5.0,PENGUIN4,penguin
10908,13073194,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,2.95,0x16e13d9f28e2c3aced2dd3cb383e0b68fd7a3c56,2021-08-22,0x23600cc7fa9b4e389555366176ddeff6918e9122,5551,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/5551,0x5602077ab04dbd84640828c8d41545ec6eda2f984bd1b3ddba67899a0781fd2c,2.0,2.0,PENGUIN4,penguin
5292,12993511,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.99,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,2021-08-09,0xefdee53249ef08013d31aeac2a738912197b7b5e,1371,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/1371,0x29a3f8b5a68c4a414a0e425397e01edf02a9213408dd4d9914a12aeccfcbb3c0,1.0,1.0,PENGUIN42,penguin
8463,12969324,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.2,0xefdee53249ef08013d31aeac2a738912197b7b5e,2021-08-06,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,3271,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/3271,0x4306f19efc3d7f16c72965d1bfc816982988c77634892b18709ef0f54724f693,2.0,2.0,PENGUIN42,penguin
23667,12969747,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.2222,0xe08d4f39b64597491bf3cdddc2dd7bd72e04847b,2021-08-06,0xbd9e322303fa0ee764d8efb497ca4b81589a281a,8678,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8678,0xb8254d557e46db264012ca34f7e580d40f583f87305f55bbf3f137f5906285e1,8.0,8.0,PENGUIN43,penguin
8341,12975791,0xBd3531dA5CF5857e7CfAA92426877b022e612cf8,0.3999,0xbd9e322303fa0ee764d8efb497ca4b81589a281a,2021-08-07,0x0a0871c2ea6f24149758dc5bd1136d337b7f47b8,8681,https://ipfs.io/ipfs/QmWXJXRdExse2YHRY21Wvh4pjRxNRQcWVhcKw4DLVnqGqs/8681,0x41f10e70f935bbc28d8ecda396b65e29686484bb174d3b44957d38a7fca8eb1f,3.0,3.0,PENGUIN43,penguin
