,blocknumber,contracthash,ethprice,fromaddress,timestamp,toaddress,tokenid,tokenuri,transactionhash,running_sell_count,running_whale_weight,loop_id,collection name
10171,12778712,0x1A92f7381B9F03921564a437210bB9396471050C,0.29,0x7afda74eece4092e63a6055c078544b6dd2ffad2,2021-07-07,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,4544,https://api.coolcatsnft.com/cat/4544,0x5d4163b58322a22f821c3ef9f817bb891e15e432c6fb5e90c14014d8fac52787,2.0,2.0,COOLCAT164,coolcat
12404,12833865,0x1A92f7381B9F03921564a437210bB9396471050C,0.7,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,2021-07-15,0x81be7f475e335693fda594abc8b42bb0d873f9a0,9457,https://api.coolcatsnft.com/cat/9457,0x718e699e4e6b23de3c48650a82b0febf7aba96f5070bbefb60edb00d67452cc9,3.0,3.0,COOLCAT165,coolcat
25020,12799481,0x1A92f7381B9F03921564a437210bB9396471050C,0.94,0x81be7f475e335693fda594abc8b42bb0d873f9a0,2021-07-10,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,9114,https://api.coolcatsnft.com/cat/9114,0xe6a8a7ee5f2cf43ed05147fe9509de1f81e380e95604a77634528f073ab643de,2.0,2.0,COOLCAT165,coolcat
8398,12802217,0x1A92f7381B9F03921564a437210bB9396471050C,4.7036842917,0xe288a00df4b697606078876788e4d64633cd2e01,2021-07-10,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,5175,https://api.coolcatsnft.com/cat/5175,0x4d35785caf0b582f49e66f9b6d3ecee672311c01293876e514c3f691676e52b4,1.0,1.0,COOLCAT167,coolcat
12663,12778762,0x1A92f7381B9F03921564a437210bB9396471050C,0.329,0x46e449a3f88d0e35b4520bc36e8dfda195c896b0,2021-07-07,0xaa12d5adb330a23dbd6c4b52b5e9aab2c6c57372,7240,https://api.coolcatsnft.com/cat/7240,0x741a798b6f306f4973740707483141f4eac905aac3792a42b0c93e944dfb5c42,7.0,7.0,COOLCAT167,coolcat
3661,12759134,0x1A92f7381B9F03921564a437210bB9396471050C,0.029,0x09c34af24759281d4a078bc57c504e96eb912427,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,7771,https://api.coolcatsnft.com/cat/7771,0x216a0d444e5e23b8d4b9ff5194a478630f7778a2e8578fbbf2c0026e642a81fb,1.0,1.0,COOLCAT17,coolcat
19370,12758013,0x1A92f7381B9F03921564a437210bB9396471050C,0.1,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-04,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,555,https://api.coolcatsnft.com/cat/555,0xb25d0c9451abbca149a29bce15c4510d0ff6da0de20c87ee674b2caa794c45cf,3.0,3.0,COOLCAT17,coolcat
11340,12778133,0x1A92f7381B9F03921564a437210bB9396471050C,0.22,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,2021-07-07,0x09c34af24759281d4a078bc57c504e96eb912427,5014,https://api.coolcatsnft.com/cat/5014,0x683910db6889556c3a63855fb7df68afc99706343f66d849da299f09852bdb53,1.0,1.0,COOLCAT17,coolcat
19370,12758013,0x1A92f7381B9F03921564a437210bB9396471050C,0.1,0xf05155f792819710da259c103d30e4b70178ea9f,2021-07-04,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,555,https://api.coolcatsnft.com/cat/555,0xb25d0c9451abbca149a29bce15c4510d0ff6da0de20c87ee674b2caa794c45cf,3.0,3.0,COOLCAT171,coolcat
11340,12778133,0x1A92f7381B9F03921564a437210bB9396471050C,0.22,0x012b38ccb3ae97a32cd24088bf9426d4ee5442d3,2021-07-07,0x09c34af24759281d4a078bc57c504e96eb912427,5014,https://api.coolcatsnft.com/cat/5014,0x683910db6889556c3a63855fb7df68afc99706343f66d849da299f09852bdb53,1.0,1.0,COOLCAT171,coolcat
3661,12759134,0x1A92f7381B9F03921564a437210bB9396471050C,0.029,0x09c34af24759281d4a078bc57c504e96eb912427,2021-07-04,0xf05155f792819710da259c103d30e4b70178ea9f,7771,https://api.coolcatsnft.com/cat/7771,0x216a0d444e5e23b8d4b9ff5194a478630f7778a2e8578fbbf2c0026e642a81fb,1.0,1.0,COOLCAT172,coolcat
